screen_names,texts,dates,langs
pieckfingzr,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:27:13,es
sullibop,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higado,2021-04-26 00:27:05,es
ZENLVRL,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñ,2021-04-26 00:27:03,es
MaleeVerdes,unas ganas hamburguesa papas,2021-04-26 00:27:01,es
turituit,hamburguesa doble carbon pa corregir tristeza,2021-04-26 00:26:57,es
vybukh,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones hig,2021-04-26 00:26:50,es
fernando_vevo,copio usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli c,2021-04-26 00:26:37,es
waltexr,practicamente precio normal hamburguesa venezuela,2021-04-26 00:26:21,es
antichrisst,usa q comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higa,2021-04-26 00:26:20,es
AldaayFlorencia,quiero hamburguesa,2021-04-26 00:26:18,es
iC4TISAGI,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:26:01,es
otbxilomilo,usa comes mostaza pepinillo cilantro q pizza piña sushi brocoli champi,2021-04-26 00:26:01,es
chrrysrush,tw falta d atencion paterna q comes mostaza pepinillo cilantro pizza piña sushi brocoli,2021-04-26 00:25:50,es
TiNYOOMi,aguacate literalmente sabe hamburguesas nunca gustaron capaz d,2021-04-26 00:25:42,es
maickauroner,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champi,2021-04-26 00:25:29,es
xbmth4me,necesito comer hamburguesa mas grande cara cerrar domingo verga,2021-04-26 00:25:13,es
CarlaBustos_,muero hamburguesa mc donalls,2021-04-26 00:25:08,es
FedeeMontoya,pedi lomopizza comiendo hamburguesa gordo siempre,2021-04-26 00:24:47,es
AM4KIL0V,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:24:37,es
daz_panda2810,domingo mejoro notablemente gracias hamburguesa mashu,2021-04-26 00:24:28,es
dykelouies,hicimos hamburguesa casera cn padrino waaaaaaa q rico perdonenme veganas falle,2021-04-26 00:24:27,es
XimeePantoja,admitir hamburguesa papas fritas si puede cambiar animo ahre,2021-04-26 00:24:13,es
ClauxMarcela,algun domicilio hamburguesa funcionando,2021-04-26 00:24:05,es
iLOVEM4KI,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higa,2021-04-26 00:24:03,es
antonelaunrein,noche lucas paramos carri comer tranqui pedi hamburguesa triple papas sirvo,2021-04-26 00:24:03,es
VoidVodka_,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champi,2021-04-26 00:23:54,es
BEKaspbrak,papa penso gusta magdonal ahre sale publicidad magdonal ay rico papa gusta mc d,2021-04-26 00:23:37,es
sooyametaI,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:23:33,es
AyuuuLopez,bien vendria hamburguesa,2021-04-26 00:23:31,es
cloudprxas,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli cha,2021-04-26 00:23:23,es
AL3XA_765,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones hi,2021-04-26 00:23:10,es
anto_bj1,quiero hamburguesa muchisimo cheddar diosssss,2021-04-26 00:23:01,es
fragazzinialdi,suficiente fin semana respirar puedo comi viernes pizza milanesa frita papas,2021-04-26 00:22:56,es
aleisfacha,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones h,2021-04-26 00:22:54,es
chwncat,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:22:44,es
jnkcatz,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:22:29,es
nubedepalabras_,puede costar hamburguesa precio sera puro pa foto,2021-04-26 00:22:25,es
i4bookie,usa comes mostaza pepinillo cilantro q pizza piña sushi brocoli champiño,2021-04-26 00:22:23,es
Gabrielestecho,hola negra hermosa buenas noches si hamburguesa jugoso cruda asco t,2021-04-26 00:22:23,es
towokito,comida food usa marcar comes mostaza pepinillo cilantro pizza piña sushi,2021-04-26 00:22:19,es
candeciceri,pido hamburguesa borrachita voy dormir bb,2021-04-26 00:22:18,es
lawlietrolo,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:22:08,es
DiaryOf_Shame,copiandome usa cara nauseapara marcar comes mostaza pepinillo cilantro pizza piña sushi,2021-04-26 00:21:56,es
AgosAguirre___,bajon pedirme hamburguesa papas panchos riki,2021-04-26 00:21:55,es
sunflouwert,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñon,2021-04-26 00:21:52,es
Yoendry,echan maiz,2021-04-26 00:21:51,es
pauucard,tmb traje hamburguesa,2021-04-26 00:21:50,es
ZHONGLIGIL,copio p usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champi,2021-04-26 00:21:33,es
geuese_,siempre resuelvo problema alguien pido hamburguesa cambio vayas ser dificil geuese,2021-04-26 00:21:21,es
toy_bonnie33,mostaza pepinillo cilantro pizza piña sushi comi aun brocoli champiñones higado,2021-04-26 00:21:20,es
JelliBeanU3U,tira manta mete hamburguesa boca aleja despues pega,2021-04-26 00:21:17,es
iC0UPS,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñ,2021-04-26 00:21:09,es
elitodorokii,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones hig,2021-04-26 00:21:07,es
HalfCorvus,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champ,2021-04-26 00:20:35,es
wm_vvitch,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñone,2021-04-26 00:20:33,es
molkycitaaa,copio usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñ,2021-04-26 00:20:32,es
fearlxss__,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñon,2021-04-26 00:20:30,es
_DXMNATO,ketchup hooh punto fingir muerte va hacerse hamburguesa,2021-04-26 00:20:27,es
Mosquer4Martina,ganas terrible hamburguesa completa,2021-04-26 00:20:25,es
sofia21,antojado envie mama sita hamburguesa,2021-04-26 00:20:19,es
AngelaLlanos21,favor send hamburguesa gringo,2021-04-26 00:20:04,es
Dephayzer,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocol,2021-04-26 00:19:57,es
Mirandaafr4nco,tenia q cortar pelo gaste plata mansas hamburguesa papas ahora esperar dias mas,2021-04-26 00:19:49,es
EduarGutirrez6,conocerte invitaria cerveza tal hamburguesa,2021-04-26 00:19:41,es
inumakigff,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones hi,2021-04-26 00:19:30,es
LambiasseAlvaro,decile preferis hamburguesa pancho,2021-04-26 00:19:29,es
CandeErguiz,enoje profesor matematicas pedi hamburguesa completa papas fritas magnifica forma solucionar problemas,2021-04-26 00:19:13,es
florcevasco,voy tener ir viendo hamburguesa cope the burger house si siempre misma voy,2021-04-26 00:19:09,es
iCHIFUYUX,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñone,2021-04-26 00:19:09,es
clawdeenxrulls,h hamburguesa lenteja ensalada remolacha milanesa soja lakakanka,2021-04-26 00:19:07,es
TiNYOOMi,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones h,2021-04-26 00:18:54,es
F0RHSR94,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champi,2021-04-26 00:18:54,es
Faqndonicolasss,pedi hamburguesa ganas comer hamburguesa domingo qceyo,2021-04-26 00:18:51,es
CottMili,mato hamburguesa papas,2021-04-26 00:18:36,es
MIYAC4Tboi,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champi,2021-04-26 00:18:32,es
EuSpidy,mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higado hamburguesa,2021-04-26 00:18:29,es
garavit_jose,ganas hamburguesa pollo papita estan matando,2021-04-26 00:18:21,es
VinIsOnTheShip,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champ,2021-04-26 00:18:12,es
antonellaailenk,faa ganas buena hamburguesa,2021-04-26 00:18:04,es
lornivalarolo,unico quiero cba comer hamburguesa hoppiness,2021-04-26 00:18:01,es
AnzuHoran,h ensaladas pechuga asada jajajaj hamburguesa,2021-04-26 00:17:54,es
ilyScoupsS,copio flor usa marcar comes mayonesa dulce leche miel pizza piña sushi h,2021-04-26 00:17:52,es
BUSANSASHA,acabo comer hamburguesa perfecta enamorada,2021-04-26 00:17:30,es
sofia__rossatto,traiganme maldita hamburguesa,2021-04-26 00:17:26,es
Andres11Quiceno,enviaron hamburguesa sorpresa caso si señor,2021-04-26 00:17:25,es
DalasKpoper,mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higado hamburguesa,2021-04-26 00:17:23,es
MB_tsukki,mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higado hamburgues,2021-04-26 00:17:01,es
TotoSSalvio,juega hamburguesa titular,2021-04-26 00:16:55,es
icatgorl,usa comes mostaza pepinillo cilantro pizza piña probado sushi brocoli,2021-04-26 00:16:50,es
Brichiaff,ganas q irme comer buena hamburguesa,2021-04-26 00:16:44,es
forybeak,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:16:42,es
RataCosmica95,si odio den hamburguesa jugosa carne picada hijo mil puta bien cocidaaaaaaaa,2021-04-26 00:16:40,es
MG09282,seria hamburguesa,2021-04-26 00:16:30,es
karlindiaz1,ganas hamburguesa lomito,2021-04-26 00:16:10,es
Luuucecita,hamburguesa queso intento pensar besos,2021-04-26 00:15:46,es
driveaeri,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli cham,2021-04-26 00:15:43,es
valjaramillove,plata hamburguesa,2021-04-26 00:15:32,es
velitanoseapaga,comerse hamburguesa decirle nadie pa llegar casa almorzar repetir almuerzo mejor vida,2021-04-26 00:15:32,es
lumelioo,lpm dio ganas comer hamburguesa,2021-04-26 00:15:23,es
DalasPolicia,mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higado hamburguesa,2021-04-26 00:15:20,es
theskinnyg,antojo pizza camaron hamburguesa unas papas sabritas vrgawey,2021-04-26 00:15:14,es
vesselofangels,da mas asco hamburguesa mcdonal s,2021-04-26 00:14:50,es
orewauroko,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli ch,2021-04-26 00:14:42,es
TheveInTheHouse,mostaza pepinillo cilantro sushi brocoli champiñones higado hamburguesa hot dogs aceitunas ques,2021-04-26 00:14:42,es
Jean99563297,mae rico hamburguesa mcdonald s hace lastima sarapiqui,2021-04-26 00:14:40,es
iR3KY4N,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones hi,2021-04-26 00:14:38,es
luvsreimi,usa marcar comes m copio mostaza pepinillo cilantro pizza piña sushi brocoli,2021-04-26 00:14:34,es
cortefachipiola,usa q comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones hi,2021-04-26 00:14:25,es
yosoytato_,quiero hamburguesa combo seguir viviendo,2021-04-26 00:14:24,es
slyyellow2,usa marcar comes mostaza pepinillo pizza piña sushi brocoli champiñones si,2021-04-26 00:14:20,es
Pipe_Yepes_,alitas hamburguesa,2021-04-26 00:14:07,es
ManuLloret95,quiero pedir salvaje delivery sola hamburguesa papas,2021-04-26 00:14:07,es
HammerTheWise,hamburguesa cara tendria haber tirado gente mierda favor,2021-04-26 00:13:57,es
GalvisSoyYo,pizza hamburguesa pizza toda vida aunque ultimamente estan gustando hamburguesas deluxe,2021-04-26 00:13:52,es
angiemlopezc,quiero hamburguesa brinda,2021-04-26 00:13:19,es
MAMM_26,ganas hamburguesa papitas terminar helado bien deli,2021-04-26 00:13:17,es
iSKZF4M,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:13:08,es
ferdadosa,quiero hamburguesa huevo frito tocino salsa golf,2021-04-26 00:13:04,es
Leon_Krueger7,uffa voy comprar alguna hamburguesa pido medio litro pepinillos aparte comermelo papas,2021-04-26 00:12:58,es
dontlvm,expongo f ty tratan mal modelos unico q dieron dia hamburguesa q compsrtimos k x,2021-04-26 00:12:51,es
silvaavicc,cansancio mental q solo hamburguesa papas turron aleman postre pueden sanarme,2021-04-26 00:12:38,es
MarianeRre,quieren compre hamburguesa hob ehhh quierennnn,2021-04-26 00:12:33,es
Pastelito_Rojo,domingo noche obvio voy pedir hamburguesa vegana comer mientras pongo ver ani,2021-04-26 00:12:31,es
youbixn,denme hamburguesa quiero ir acostar,2021-04-26 00:12:24,es
fvelasquezn,pedidosya cl pedimos cobraron hamburguesa triple caja dice triple ad,2021-04-26 00:12:23,es
shinymir_,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:12:10,es
blomafi,hahahahaha gane hamburguesa jefe emoji cara lmao ahora asi,2021-04-26 00:12:07,es
Hidanista,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñon,2021-04-26 00:12:07,es
pablodasneves,momento clavarias hamburguesa da culpa ensalada sabes q vas quedar,2021-04-26 00:12:02,es
tinixjustinn,hace cuanto comia hamburguesa tan rica,2021-04-26 00:11:59,es
_mmicaelam,hamburguesa papitas solucionaria ningun problema estaria bueno comer piensa mientras,2021-04-26 00:11:50,es
tyonghost,usa comes mostaza pepinillo cilantro pizza piña sushi comi brocoli comi c,2021-04-26 00:11:45,es
AiluuGomez18,quiero hamburguesa mac jajajajaja,2021-04-26 00:11:32,es
_naiiusilva_,ganas hamburguesa papas,2021-04-26 00:11:22,es
AxelLeonel21,clavarse tremenda hamburguesa papas fritas cheddar,2021-04-26 00:11:12,es
gab_2709,unico necesito ahora ir comerme hamburguesa papitas coca cola mientras hablo vida alguien,2021-04-26 00:11:06,es
Federicferrando,invitame comer hamburguesa motoneta,2021-04-26 00:11:04,es
Lexie40917096,mayonesa dulce leche miel pizza piña sushi higado hamburguesa hot dogs,2021-04-26 00:10:51,es
bakttz,comiendo hamburguesa,2021-04-26 00:10:48,es
DalasDebatiente,mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higado hamburguesa,2021-04-26 00:10:30,es
Sookai_Patterns,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:10:24,es
prichmica,acabo meter cuerpo toda porqueria meti finde hamburguesa papas fritas coca cola hoy espicho,2021-04-26 00:10:22,es
adrianakmor,invitenme hamburguesa ira bien amor,2021-04-26 00:10:17,es
goingchuuya,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:10:01,es
byakuluv,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli cham,2021-04-26 00:09:50,es
skz91_,usa marcar comes mostaza pepinillo pizza piña sushi brocoli champiñones higado,2021-04-26 00:09:48,es
dianatorresb2,super antojo hamburguesa migue,2021-04-26 00:09:38,es
__Nicolee,queda mejor hamburguesa soya demasiado seca parecer poroto deberian mencionar,2021-04-26 00:09:34,es
JazminLedesma15,quiero hamburguesa,2021-04-26 00:09:22,es
palatonero,cheli abri foto esperando ver hamburguesa,2021-04-26 00:09:14,es
TomiMunoz4,necesito buena hamburguesa,2021-04-26 00:09:10,es
Marti60541172,tenia mucha esperanza ganarte hamburguesa tkb,2021-04-26 00:09:07,es
Rossi444207701,oigan alguien aqui salvador necesito ayuda fiss si ayudan doy hamburguesa papitas gracias,2021-04-26 00:09:00,es
ewreei,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:08:52,es
DelDerux,copio usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli cham,2021-04-26 00:08:46,es
andy_poshito,mostaza pepinillo cilantro pizza piña sushi champiñones higado hamburguesa aceitu,2021-04-26 00:08:46,es
cncoinspired,usa marcar comes mostaza pepinillo pizza piña sushi brocoli champiñones higado h,2021-04-26 00:08:44,es
fakeunicorn01,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higad,2021-04-26 00:08:41,es
1NL0VEF0RMINNIE,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champi,2021-04-26 00:08:40,es
i08YJNI,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones h,2021-04-26 00:08:35,es
TheCombine0,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñ,2021-04-26 00:08:32,es
cotiiclavijo,mama novio comiendo hamburguesa aca tirada cama resaca,2021-04-26 00:08:26,es
micdrpp,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:08:20,es
hangekiss,comida usa comes mostaza pepinillo cilantro pizza piña sushi brocoli ch,2021-04-26 00:08:18,es
dalaschiko,mostaza pepinillo cilantro pizza piña sushi brocoli champiñones higado hamburguesa,2021-04-26 00:08:14,es
reimiau,food tmb queria usa marcar comes mostaza pepinillo cilantro pizza piña sushi,2021-04-26 00:08:05,es
Yr_yxxn,usa marcar comes copio mostaza pepinillo cilantro pizza piña sushi brocoli champiñ,2021-04-26 00:07:51,es
chuyt_,domingos da hambre hamburguesa,2021-04-26 00:07:44,es
MonseGray,antojo hamburguesa trole,2021-04-26 00:07:31,es
Sisniegha,sushi hamburguesa,2021-04-26 00:07:25,es
hwsitk,twt mostaza pepinillo probado cilantro pizza piña sushi brocoli champ,2021-04-26 00:07:23,es
Gh0stieMara_,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñ,2021-04-26 00:07:20,es
DIEGOOl1975,pasa futbol pasion hincha gana,2021-04-26 00:07:12,es
KeilaAilenn,send atado puchos hamburguesa completa fritas,2021-04-26 00:06:53,es
buprenorfina_,nunca compro cosas delivery hoy encargue hamburguesa papas fritas venia frio uwu pesimo servicio,2021-04-26 00:06:45,es
fakesmiledoni,abrs tmb copio usa marcar comes mostaza pepinillo pizza piña sushi brocoli champ,2021-04-26 00:06:43,es
hisokista,usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñon,2021-04-26 00:06:41,es
Leanwithouthat,sos capo tuki bancaban changos altos cornudos rompete hamburguesa pibes,2021-04-26 00:06:36,es
LiiaAcua,hoy dia mierda rematar pedimos delivery unica trajeron rota hamburguesa,2021-04-26 00:06:25,es
tosttaditapp8,mostaza pepinillo mas menos cilantro mas menos pizza piña sushi brocoli mas menos champiñones,2021-04-26 00:06:19,es
Camila_Bonan,hamburguesa puede molestar louis hamburguesa,2021-04-26 00:06:16,es
unfuckwitxxble,bro damian compro hamburguesa da risa q caimos mejor propios hermanos,2021-04-26 00:06:15,es
ibestharrie,usa comes mostaza pepinillo cilantro pizza piña sushi brocoli champiñones,2021-04-26 00:06:10,es
BrianMinatta97,quiero ganar hamburguesa pacomeralgo jajaj,2021-04-26 00:05:53,es
jafigueroa27,hermano acaba entrar habitacion decirme habia pedido hamburguesa preferida kfc,2021-04-26 00:05:50,es
anxmalav,regala pa comprarme hamburguesa,2021-04-26 00:05:27,es
MicaelaCajal_,merezco hamburguesa mila despues limpieza pegue si,2021-04-26 00:05:22,es
kixnat,copio usa marcar comes mostaza pepinillo cilantro pizza piña sushi brocoli,2021-04-26 00:05:20,es
ElianaBxx,q ganas hamburguesa food trucks,2021-04-26 00:05:20,es
